"","State","Brewery_id","Beer_ID","City","IBU","ABV","Beer_Name","Brewery_Name","Type"
"1622"," NY",547,382,"Elmira",22,5.3,"Common Sense Kentucky Common Ale","Upstate Brewing Company","Ales"
"1624"," NY",330,1037,"Bronx",50,6.3,"Bronx Pale Ale","The Bronx Brewery","Ales"
"1626"," NY",47,423,"Brooklyn",57,6.3,"Righteous Ale (2011)","Sixpoint Craft Ales","Ales"
"1630"," NY",300,453,"Utica",47,4.7,"Saranac Summer Ale (2011)","Matt Brewing Company","Ales"
"1638"," NY",330,1747,"Bronx",46,5.7,"Bronx Black Pale Ale","The Bronx Brewery","Ales"
"1642"," NY",438,566,"Brooklyn",47,6.8,"East India Pale Ale","Brooklyn Brewery","Ales"
"1646"," NY",47,2443,"Brooklyn",47,8,"Abigale","Sixpoint Craft Ales","Ales"
"1647"," NY",490,667,"Patchogue",16,4.4,"Blue Point Summer Ale","Blue Point Brewing Company","Ales"
"1648"," NY",438,328,"Brooklyn",47,4.5,"Brooklyn Summer Ale (2011)","Brooklyn Brewery","Ales"
"1649"," NY",300,150,"Utica",47,5.5,"Saranac Pale Ale (12 oz.)","Matt Brewing Company","Ales"
"1651"," NY",300,133,"Utica",47,5.5,"Saranac Pale Ale (16 oz.)","Matt Brewing Company","Ales"
"1657"," NY",330,1748,"Bronx",16,5.2,"Bronx Summer Pale Ale","The Bronx Brewery","Ales"
"1658"," NY",47,1386,"Brooklyn",57,6.3,"Righteous Ale","Sixpoint Craft Ales","Ales"
"1687"," OH",322,1654,"Lockland",60,5.5,"Hop Bomber Rye Pale Ale","Rivertown Brewing Company","Ales"
"1693"," OH",353,1642,"Columbus",40,5.7,"Bleeding Buckeye Red Ale","Elevator Brewing Company","Ales"
"1694"," OH",106,2425,"Columbus",36,5.7,"Brass Knuckle Pale Ale","Four String Brewing Company","Ales"
"1695"," OH",93,688,"Athens",40,5,"Firefly Amber Ale","Jackie O's Pub & Brewery","Ales"
"1704"," OH",148,2336,"Cleveland",40,5,"New Cleveland Palesner","Platform Beer Company","Ales"
"1708"," OH",93,687,"Athens",40,6.7,"Chomolungma Honey Nut Brown Ale","Jackie O's Pub & Brewery","Ales"
"1712"," OH",286,1881,"Port Clinton",16,7.8,"Seiche Scottish Ale","Catawba Island Brewing","Ales"
"1713"," OH",184,1768,"Columbus",20,5.3,"Stone Fort Brown Ale","Seventh Son Brewing Company","Ales"
"1715"," OH",184,1766,"Columbus",53,6,"Humulus Nimbus Super Pale Ale","Seventh Son Brewing Company","Ales"
"1716"," OH",184,1767,"Columbus",40,7.7,"Seventh Son Hopped Red Ale","Seventh Son Brewing Company","Ales"
"1718"," OK",367,421,"Mustang",10,5.3,"Mustang Golden Ale","Mustang Brewing Company","Ales"
"1724"," OK",331,1746,"Tulsa",37,6.3,"Dead Armadillo Amber Ale","Dead Armadillo Craft Brewing","Ales"
"1737"," OR",195,2205,"Bend",40,5.5,"Mountain Rescue Pale Ale","Goodlife Brewing Co.","Ales"
"1738"," OR",486,962,"Portland",40,5,"Mac's Highlander Pale Ale (2000)","MacTarnahans Brewing Company","Ales"
"1739"," OR",388,746,"Portland",40,7.4,"CuDa Cascadian Dark Ale (2012)","Natian Brewery","Ales"
"1742"," OR",207,562,"Astoria",40,5.5,"Sunrise Oatmeal Pale Ale","Fort George Brewery","Ales"
"1743"," OR",388,654,"Portland",40,5.3,"Undun Blonde Ale (2012)","Natian Brewery","Ales"
"1746"," OR",388,747,"Portland",86,8.5,"Old Grogham Imperial India Pale Ale (2012)","Natian Brewery","Ales"
"1747"," OR",290,1860,"Newport",40,5.1,"Rogue American Amber Ale","Rogue Ales","Ales"
"1751"," OR",388,1265,"Portland",86,8.5,"Old Grogham Imperial India Pale Ale","Natian Brewery","Ales"
"1758"," OR",486,961,"Portland",32,5.1,"Mac's Scottish Style Amber Ale (2000)","MacTarnahans Brewing Company","Ales"
"1764"," OR",207,674,"Astoria",40,5.2,"Quick Wit Belgianesque Ale","Fort George Brewery","Ales"
"1766"," OR",156,37,"Ashland",24,5.4,"Ashland Amber Ale","Caldera Brewing Company","Ales"
"1770"," OR",202,2191,"Estacada",53,7.5,"Loki Red Ale","Fearless Brewing Company","Ales"
"1772"," OR",156,794,"Ashland",24,5.4,"Ashland Amber Ale (2009)","Caldera Brewing Company","Ales"
"1774"," OR",375,978,"Astoria",35,6,"Old Red Beard Amber Ale","Astoria Brewing Company","Ales"
"1778"," OR",156,38,"Ashland",55,5.6,"Caldera Pale Ale (2011)","Caldera Brewing Company","Ales"
"1779"," OR",156,1419,"Ashland",55,5.6,"Caldera Pale Ale","Caldera Brewing Company","Ales"
"1780"," OR",388,1537,"Portland",40,5.3,"Undun Blonde Ale","Natian Brewery","Ales"
"1789"," OR",455,1210,"Bend",40,5,"Mirror Pond Pale Ale","Deschutes Brewery","Ales"
"1792"," OR",156,789,"Ashland",55,5.6,"Caldera Pale Ale (2005)","Caldera Brewing Company","Ales"
"1796"," OR",151,1669,"Eugene",24,5.4,"Oakshire Amber Ale","Oakshire Brewing","Ales"
"1797"," OR",388,1536,"Portland",40,7.4,"CuDa Cascadian Dark Ale","Natian Brewery","Ales"
"1800"," OR",199,1605,"Springfield",60,7.8,"Festeroo Winter Ale","Hop Valley Brewing Company","Ales"
"1803"," OR",156,788,"Ashland",55,5.6,"Caldera Pale Ale (2007)","Caldera Brewing Company","Ales"
"1807"," OR",81,916,"Portland",70,7.3,"Abominable Winter Ale (2012)","Hopworks Urban Brewery","Ales"
"1809"," OR",118,2402,"Portland",36,5.3,"Klickitat Pale Ale","Alameda Brewing","Ales"
"1812"," OR",117,2189,"Portland",62,6.8,"In-Tents India Pale Lager","Base Camp Brewing Co.","Ales"
"1813"," OR",465,1108,"Bend",18,6,"Sweet As Pacific Ale","Good Life Brewing Company","Ales"
"1823"," OR",419,1393,"Portland",75,6,"Cascadian Dark Ale","Coalition Brewing Company","Ales"
"1828"," OR",156,790,"Ashland",55,5.6,"Caldera Pale Ale (2009)","Caldera Brewing Company","Ales"
"1832"," OR",200,1511,"Bend",50,6,"Worthy Pale","Worthy Brewing Company","Ales"
"1833"," OR",156,791,"Ashland",55,5.6,"Caldera Pale Ale (2010)","Caldera Brewing Company","Ales"
"1844"," OR",202,895,"Estacada",53,7.5,"Loki Red Ale (2013)","Fearless Brewing Company","Ales"
"1850"," OR",202,1022,"Estacada",40,5.1,"Quaff India Style Session Ale","Fearless Brewing Company","Ales"
"1852"," OR",81,2193,"Portland",70,7.3,"Abominable Winter Ale","Hopworks Urban Brewery","Ales"
"1853"," OR",154,2319,"Sisters",18,4,"Knotty Blonde Ale","Three Creeks Brewing","Ales"
"1854"," OR",202,112,"Estacada",40,5,"Fearless Scottish Ale","Fearless Brewing Company","Ales"
"1857"," OR",81,1398,"Portland",60,6,"Pigwar White India Pale Ale","Hopworks Urban Brewery","Ales"
"1862"," PA",302,508,"Danville",30,4.8,"Endless Summer Ale (2011)","Old Forge Brewing Company","Ales"
"18691"," PA",432,1307,"Slippery Rock",30,6,"Paleo IPA","North Country Brewing Company","Ales"
"1874"," PA",302,1394,"Danville",20,4.6,"Old Forge Pumpkin Ale","Old Forge Brewing Company","Ales"
"1875"," PA",299,1687,"York",20,5.2,"Schweet Ale","Liquid Hero Brewery","Ales"
"1876"," PA",302,509,"Danville",30,5.5,"T-Rail Pale Ale","Old Forge Brewing Company","Ales"
"1879"," PA",165,1842,"Lansdale",40,5.6,"Original Slacker Ale","Round Guys Brewing","Ales"
"1881"," PA",302,1381,"Danville",30,4.5,"Endless Sun Ale","Old Forge Brewing Company","Ales"
"1884"," PA",302,900,"Danville",30,6.5,"Celestial Blonde Ale","Old Forge Brewing Company","Ales"
"1891"," PA",323,1730,"Meadville",31,7.5,"Wynona's Big Brown Ale","Voodoo Brewery","Ales"
"1900"," PA",165,1552,"Lansdale",28,4.5,"Dog Days Summer Ale","Round Guys Brewing","Ales"
"1911"," PA",372,20,"Pottstown",40,5.1,"Phoenix Pale Ale","Sly Fox Brewing Company","Ales"
"1915"," PA",152,2322,"Latrobe",30,5.7,"Fort Pitt Ale","Fort Pitt Brewing Company","Ales"
"1916"," PA",302,1828,"Danville",30,6,"Hopsmith Pale Lager","Old Forge Brewing Company","Ales"
"1919"," PA",372,926,"Pottstown",16,5.5,"Sly Fox Christmas Ale 2012 (2012)","Sly Fox Brewing Company","Ales"
"1924"," PA",372,22,"Pottstown",11,5.6,"Royal Weisse Ale","Sly Fox Brewing Company","Ales"
"1925"," PA",373,1587,"Conestoga",30,5.6,"Seven Gates Pale Ale","Spring House Brewing Company","Ales"
"1928"," PA",533,520,"Smithton",30,5.7,"Inclined Plane Ale","Flat Rock Brewing Company","Ales"
"1935"," PA",372,1211,"Pottstown",30,6.2,"360° India Pale Ale","Sly Fox Brewing Company","Ales"
"1939"," PA",357,1625,"Philadelphia",21,4.5,"Belgian Style Session Ale","Manayunk Brewing Company","Ales"
"1940"," PA",302,1487,"Danville",65,6.5,"Falling Down Brown Ale","Old Forge Brewing Company","Ales"
"1946"," PA",44,1878,"Export",30,4.8,"OH-PA Session Pale Ale","Rivertowne Brewing Company","Ales"
"1947"," PA",372,1588,"Pottstown",16,5.5,"Sly Fox Christmas Ale 2013","Sly Fox Brewing Company","Ales"
"1953"," PA",44,1102,"Export",30,5.1,"Maxwell's Scottish Ale","Rivertowne Brewing Company","Ales"
"1957"," PA",346,1249,"Erie",70,5.6,"Duluchan India Pale Ale","Lavery Brewing Company","Ales"
"1963"," RI",102,751,"Newport",24,5.2,"Hurricane Amber Ale (2004)","Coastal Extreme Brewing Company","Ales"
"1964"," RI",380,631,"Westerly",22,4.9,"Flagship Ale","Grey Sail Brewing of Rhode Island","Ales"
"1967"," RI",102,120,"Newport",24,5.2,"Hurricane Amber Ale","Coastal Extreme Brewing Company","Ales"
"1970"," RI",280,1899,"Pawtucket",24,7.8,"La Ferme Urbaine Farmhouse Ale","Foolproof Brewing Company","Ales"
"1971"," RI",380,1185,"Westerly",24,5.5,"Bring Back the Beach Blonde Ale","Grey Sail Brewing of Rhode Island","Ales"
"1975"," RI",380,1505,"Westerly",54,6,"Flying Jenny Extra Pale Ale","Grey Sail Brewing of Rhode Island","Ales"
"1979"," RI",144,1093,"Providence",24,4.2,"Narragansett Summer Ale","Narragansett Brewing Company","Ales"
"1981"," RI",380,693,"Westerly",54,6,"Flying Jenny Extra Pale Ale (2012)","Grey Sail Brewing of Rhode Island","Ales"
"1982"," RI",144,403,"Providence",24,4.2,"Narragansett Summer Ale","Narragansett Brewing Company","Ales"
"1985"," RI",280,981,"Pawtucket",24,4.5,"Barstool American Golden Ale","Foolproof Brewing Company","Ales"
"1988"," RI",144,580,"Providence",22,5,"Narragansett Cream Ale","Narragansett Brewing Company","Ales"
"1998"," SC",519,646,"Myrtle Beach",30,5.4,"Nut Brown Ale","New South Brewing Company","Ales"
"2002"," SC",519,165,"Myrtle Beach",30,4.6,"White Ale","New South Brewing Company","Ales"
"2003"," SD",213,542,"Spearfish",35,5.5,"Canyon Cream Ale","Crow Peak Brewing Company","Ales"
"2004"," SD",213,1602,"Spearfish",35,5.5,"Bear Butte Nut Brown Ale","Crow Peak Brewing Company","Ales"
"2006"," SD",213,1301,"Spearfish",35,4.5,"Easy Livin' Summer Ale","Crow Peak Brewing Company","Ales"
"2012"," TN",240,1470,"Memphis",61,6.2,"Ananda India Pale Ale","Wiseacre Brewing Company","Ales"
"2021"," TX",129,830,"Blanco",21,5.1,"Firemans #4 Blonde Ale (2015)","Real Ale Brewing Company","Ales"
"2028"," TX",214,2126,"Farmers Branch",35,5.5,"Lakefire Rye Pale Ale","Grapevine Craft Brewery","Ales"
"2040"," TX",427,1332,"Denton",20,5.1,"Greenbelt Farmhouse Ale","Armadillo Ale Works","Ales"
"2042"," TX",129,1290,"Blanco",33,5.9,"The Sword Iron Swan Ale","Real Ale Brewing Company","Ales"
"2054"," TX",471,1056,"San Antonio",33,5.5,"Pete's Wicked Pale Ale (1997)","Pete's Brewing Company","Ales"
"2059"," TX",30,1182,"Seven Points",36,5.1,"Elliott's Phoned Home Pale Ale","Cedar Creek Brewery","Ales"
"2079"," TX",119,1011,"Conroe",110,8.5,"Red Cockaded Ale (2013)","Southern Star Brewing Company","Ales"
"2082"," TX",258,1971,"South Austin",40,5.5,"Texas Pale Ale (TPA)","South Austin Brewery","Ales"
"2083"," TX",214,2127,"Farmers Branch",21,4.9,"Sir William's English Brown Ale","Grapevine Craft Brewery","Ales"
"2091"," TX",119,1728,"Conroe",110,8.5,"Red Cockaded Ale","Southern Star Brewing Company","Ales"
"2096"," TX",119,2387,"Conroe",45,6.5,"Pine Belt Pale Ale","Southern Star Brewing Company","Ales"
"2100"," TX",177,2229,"Fort Worth",60,5.8,"Pride of Texas Pale Ale","Rahr & Sons Brewing Company","Ales"
"2104"," TX",185,2071,"Austin",27,4.9,"London Homesick Ale","Oasis Texas Brewing Company","Ales"
"2107"," TX",129,1718,"Blanco",21,5.1,"Firemans #4 Blonde Ale (2013)","Real Ale Brewing Company","Ales"
"2116"," TX",126,1557,"Houston",40,5.5,"Weekend Warrior Pale Ale","Karbach Brewing Company","Ales"
"2124"," TX",126,463,"Houston",70,6.6,"Hopadillo India Pale Ale","Karbach Brewing Company","Ales"
"2128"," TX",396,501,"Austin",50,6,"Pale Dog","Hops & Grain Brewery","Ales"
"2130"," TX",119,45,"Conroe",45,6.5,"Pine Belt Pale Ale","Southern Star Brewing Company","Ales"
"2138"," TX",396,1501,"Austin",33,7,"Green House India Pale Ale","Hops & Grain Brewery","Ales"
"2142"," TX",128,1827,"Dallas",33,6,"Deep Ellum Pale Ale","Deep Ellum Brewing Company","Ales"
"2145"," TX",128,2251,"Dallas",33,7.5,"Oak Cliff Coffee Ale","Deep Ellum Brewing Company","Ales"
"2147"," UT",160,974,"Salt Lake City",29,4,"WYLD Extra Pale Ale","Uinta Brewing Company","Ales"
"2152"," UT",160,1088,"Salt Lake City",34,4,"Cutthroat Pale Ale","Uinta Brewing Company","Ales"
"2159"," UT",160,2100,"Salt Lake City",22,4,"Yard Sale Winter Lager","Uinta Brewing Company","Ales"
"2161"," UT",303,1679,"Salt Lake City",34,4,"Squatters Full Suspension Pale Ale","Utah Brewers Cooperative","Ales"
"2170"," UT",400,1476,"Moab",34,4,"Squeaky Bike Nut Brown Ale","Moab Brewery","Ales"
"2171"," UT",303,1826,"Salt Lake City",34,4,"Squatters Full Suspension Pale Ale","Utah Brewers Cooperative","Ales"
"2173"," VA",123,1247,"Ashland",42,5.2,"Ray Ray’s Pale Ale","Center of the Universe Brewing C...","Ales"
"2184"," VA",182,1194,"Nellysford",45,5.1,"Alpha Ale","Wild Wolf Brewing Company","Ales"
"2192"," VA",182,1318,"Nellysford",20,5.7,"Wild Wolf Wee Heavy Scottish Style Ale","Wild Wolf Brewing Company","Ales"
"2194"," VA",238,1201,"Lexington",26,5.2,"Striped Bass Pale Ale","Devil's Backbone Brewing Company","Ales"
"2195"," VA",123,1248,"Ashland",40,5,"Main St. Virginia Ale","Center of the Universe Brewing C...","Ales"
"2196"," VA",123,2377,"Ashland",40,5,"Main St. Virginia Ale","Center of the Universe Brewing C...","Ales"
"2197"," VA",383,1547,"Afton",60,5.9,"Full Nelson Pale Ale","Blue Mountain Brewery","Ales"
"2204"," VA",344,1331,"Richmond",18,4.4,"Hardywood Cream Ale","Hardywood Park Craft Brewery","Ales"
"2206"," VA",383,119,"Afton",60,5.9,"Full Nelson Pale Ale (2010)","Blue Mountain Brewery","Ales"
"2207"," VA",384,1205,"Crozet",52,6.5,"Northern Lights India Pale Ale","Starr Hill Brewery","Ales"
"2208"," VA",384,368,"Crozet",52,6.5,"Northern Lights India Pale Ale","Starr Hill Brewery","Ales"
"2209"," VA",344,1270,"Richmond",55,5.6,"Capital Trail Pale Ale","Hardywood Park Craft Brewery","Ales"
"2212"," VT",262,1946,"Waterbury",55,5.5,"Overgrown American Pale Ale","Otter Creek Brewing","Ales"
"2217"," VT",269,1924,"Bridgewater Corners",30,4.6,"Long Trail Ale","Long Trail Brewing Company","Ales"
"2233"," VT",269,573,"Bridgewater Corners",30,4.6,"Long Trail Ale (1)","Long Trail Brewing Company","Ales"
"2240"," WA",191,519,"Seattle",20,5.4,"SoDo Brown Ale","Two Beers Brewing Company","Ales"
"2242"," WA",191,482,"Seattle",48,4.8,"Trailhead India Style Session Ale (2011)","Two Beers Brewing Company","Ales"
"2247"," WA",291,1440,"Seattle",38,4.7,"Hale's Pale American Ale","Hale's Ales","Ales"
"2252"," WA",484,965,"Yakima",38,4.4,"Field 41 Pale Ale","Bale Breaker Brewing Company","Ales"
"2256"," WA",451,1226,"Pacific",42,6.3,"Three Skulls Ale Pale Ale","Northwest Brewing Company","Ales"
"2259"," WA",461,994,"Seattle",38,8,"Abominable Ale","Fremont Brewing Company","Ales"
"2260"," WA",363,497,"Seattle",60,5.5,"Hilliard's Amber Ale","Hilliard's Beer","Ales"
"2262"," WA",320,1773,"Centralia",38,4.5,"12 Man Pale Ale","Dick's Brewing Company","Ales"
"2263"," WA",461,1116,"Seattle",38,4.5,"Fremont Organic Pale Ale","Fremont Brewing Company","Ales"
"2264"," WA",191,560,"Seattle",36,5.7,"Persnickety Pale","Two Beers Brewing Company","Ales"
"2268"," WA",391,1528,"Airway Heights",38,6.7,"Orlison India Pale Lager","Orlison Brewing Company","Ales"
"2272"," WA",484,966,"Yakima",70,6.8,"Topcutter India Pale Ale","Bale Breaker Brewing Company","Ales"
"2275"," WA",191,518,"Seattle",27,5.2,"Immersion Amber Ale (2011)","Two Beers Brewing Company","Ales"
"2285"," WA",402,1474,"Washougal",38,5.4,"Dusty Trail Pale Ale","Amnesia Brewing Company","Ales"
"2289"," WA",482,48,"Gig Harbor",30,5.4,"British Pale Ale","7 Seas Brewing Company","Ales"
"2292"," WA",191,451,"Seattle",38,4.6,"Panorama Wheat Ale","Two Beers Brewing Company","Ales"
"2295"," WA",482,866,"Gig Harbor",30,5.4,"British Pale Ale (2010)","7 Seas Brewing Company","Ales"
"2297"," WA",461,875,"Seattle",45,6.5,"Fremont Summer Ale","Fremont Brewing Company","Ales"
"2298"," WA",461,858,"Seattle",30,5.6,"Universale Pale Ale","Fremont Brewing Company","Ales"
"2302"," WA",171,2292,"White Salmon",60,4.3,"Little Sister India Style Session Ale","Everybody's Brewing","Ales"
"2306"," WA",461,901,"Seattle",35,6.5,"Harvest Ale","Fremont Brewing Company","Ales"
"2315"," WI",285,171,"Milwaukee",24,5.1,"Louie’s Demise Immort-Ale (2010)","Milwaukee Brewing Company","Ales"
"23191"," WI",132,2150,"Stevens Point",64,6.3,"Beyond The Pale IPA","Stevens Point Brewery","Ales"
"2323"," WI",543,410,"Hayward",19,5.4,"River Pig Pale Ale","Angry Minnow Brewing Company","Ales"
"2324"," WI",457,1122,"Menominie",19,5.2,"Ride Again Pale Ale","Lucette Brewing Company","Ales"
"2329"," WI",132,140,"Stevens Point",33,5.4,"Point Cascade Pale Ale","Stevens Point Brewery","Ales"
"2330"," WI",132,2270,"Stevens Point",33,5.4,"Point Cascade Pale Ale (2013)","Stevens Point Brewery","Ales"
"2337"," WI",132,357,"Stevens Point",32,5.4,"2012 Black Ale","Stevens Point Brewery","Ales"
"2353"," WI",132,2151,"Stevens Point",9,5.2,"Onyx Black Ale","Stevens Point Brewery","Ales"
"2354"," WI",285,1272,"Milwaukee",24,5.1,"Louie's Demise Amber Ale","Milwaukee Brewing Company","Ales"
"2357"," WI",33,1524,"Stevens Point",19,5.5,"A Capella Gluten Free Pale Ale","James Page Brewing Company","Ales"
"2358"," WI",285,932,"Milwaukee",20,6.5,"Booyah Farmhouse Ale","Milwaukee Brewing Company","Ales"
"2373"," WI",132,650,"Stevens Point",13,4.9,"Three Kings Ale","Stevens Point Brewery","Ales"
"2376"," WI",132,1450,"Stevens Point",19,6.2,"St. Benedict's Winter Ale","Stevens Point Brewery","Ales"
"2388"," WI",193,62,"Middleton",19,5,"U.S. Pale Ale","Capital Brewery","Ales"
"2394"," WV",157,2314,"Lewisburg",44,5.7,"Wild Trail Pale Ale","Greenbrier Valley Brewing Company","Ales"
"2397"," WY",551,323,"Pinedale",21,5,"Wind River Blonde Ale","Wind River Brewing Company","Ales"
"2398"," WY",192,402,"Jackson",32,5.2,"Snake River Pale Ale","Snake River Brewing Company","Ales"
"2399"," WY",80,2485,"Sheridan",16,4.8,"Saddle Bronc Brown Ale","Black Tooth Brewing Company","Ales"
"2400"," WY",192,407,"Jackson",22,5,"OB-1 Organic Ale","Snake River Brewing Company","Ales"
"2401"," WY",80,2484,"Sheridan",20,4.6,"Bomber Mountain Amber Ale","Black Tooth Brewing Company","Ales"
"2403"," WY",551,324,"Pinedale",21,7.2,"Wyoming Pale Ale","Wind River Brewing Company","Ales"
"2405"," WY",458,1198,"Sheridan",16,4.8,"Saddle Bronc Brown Ale (2013)","The Black Tooth Brewing Company","Ales"
"2407"," WY",192,1606,"Jackson",55,6,"Snow King Pale Ale","Snake River Brewing Company","Ales"
"2410"," WY",458,1200,"Sheridan",20,4.6,"Bomber Mountain Amber Ale (2013)","The Black Tooth Brewing Company","Ales"
